consent,focus_duration_single_task,main_distractions_multi,tired_even_without_hard_work,frustration_cant_stay_focused,busy_all_day_accomplish_little,behaviour_alignment,values_alignment_focus_effect,distraction_strategies_multi,focus_improvement_change_open,lose_focus_feeling_one_word,age_group,gender,work_status,country,values_top3_confidence,values_top3_open_1,values_top3_open_2,values_top3_open_3
yes,11_20_minutes,email_messaging_apps;smartphone_notifications;social_media_scrolling,often,often,often,neutral,somewhat_more_focused,silencing_notifications;working_in_quiet_spaces,Put my phone away,Frustrated and disappointed,age_35_44,woman,employed_full_time,uk,not_really,,loyalty,
yes,11_20_minutes,colleagues_family_friends;multitasking_switching_tasks;smartphone_notifications,sometimes,sometimes,sometimes,somewhat_aligned,much_more_focused_energized,taking_breaks_exercise;working_in_quiet_spaces,I'd like to quell the dopamine-seeking side of my brain that craves an instant rush/reward rather than the longer-term reward that comes from doing good work.,Frustrated,age_55_plus,man,employed_part_time,uk,yes_definitely,hard_work_diligence,,integrity
yes,21_30_minutes,colleagues_family_friends;email_messaging_apps;smartphone_notifications,rarely,never,never,somewhat_aligned,somewhat_more_focused,aligning_tasks_with_priorities_values;taking_breaks_exercise,Take away distractions,Annoyed,age_45_54,woman,employed_full_time,uk,somewhat,honesty,,kindness_compassion
yes,11_20_minutes,internal_thoughts_worries;multitasking_switching_tasks;smartphone_notifications,sometimes,almost_always,often,somewhat_misaligned,somewhat_more_focused,aligning_tasks_with_priorities_values;taking_breaks_exercise;working_in_quiet_spaces,The ability to completely block out distractions,frustrated,age_45_54,woman,self_employed,au,somewhat,family,,
yes,more_than_30_minutes,background_noise_environment;internal_thoughts_worries,rarely,often,sometimes,somewhat_aligned,neutral,scheduling_focus_time_timers;silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,Move into the country,annoyed,age_55_plus,man,self_employed,uk,somewhat,honesty,loyalty,integrity
yes,11_20_minutes,colleagues_family_friends;email_messaging_apps;multitasking_switching_tasks,sometimes,almost_always,rarely,somewhat_aligned,somewhat_more_focused,silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,Put my phone away.,Frustrated,age_45_54,man,employed_full_time,uk,somewhat,honesty,,
yes,5_10_minutes,internal_thoughts_worries;multitasking_switching_tasks,sometimes,sometimes,often,somewhat_aligned,somewhat_more_focused,taking_breaks_exercise;working_in_quiet_spaces,Be able to switch focus on and off exactly when I want.,Weak,age_25_34,man,employed_part_time,au,somewhat,,,
yes,more_than_30_minutes,internal_thoughts_worries,rarely,sometimes,sometimes,somewhat_aligned,somewhat_more_focused,aligning_tasks_with_priorities_values;working_in_quiet_spaces,I would make myself feel more physically healthier and energized with a better diet which I believe would enhance my mental health and brain focus.,Tired,age_45_54,man,self_employed,uk,yes_definitely,,honesty,integrity
yes,11_20_minutes,other,sometimes,sometimes,sometimes,somewhat_aligned,somewhat_more_focused,taking_breaks_exercise,Get diagnosed for ADHD,normal,age_55_plus,woman,self_employed,uk,somewhat,honesty,kindness_compassion,
yes,11_20_minutes,background_noise_environment;colleagues_family_friends;email_messaging_apps,sometimes,often,sometimes,neutral,somewhat_more_focused,taking_breaks_exercise;working_in_quiet_spaces,To be continually busy,Irritated,age_55_plus,woman,employed_full_time,uk,somewhat,honesty,,
yes,21_30_minutes,background_noise_environment;internal_thoughts_worries;multitasking_switching_tasks,sometimes,sometimes,often,very_strongly_aligned,much_more_focused_energized,aligning_tasks_with_priorities_values;taking_breaks_exercise;working_in_quiet_spaces,I would want to learn to ignore the external environment more - it is amazing how many times I get to be very interested in the weather outside the window for no real reason.,irritated,age_55_plus,man,other,uk,yes_definitely,loyalty,hard_work_diligence,
yes,21_30_minutes,multitasking_switching_tasks;social_media_scrolling,sometimes,sometimes,sometimes,very_strongly_aligned,somewhat_more_focused,silencing_notifications;taking_breaks_exercise,I would have the ability to male sure all tasks can be broken down and down with plenty of breaks,Frustrated,age_25_34,woman,employed_part_time,uk,not_really,honesty,family,
yes,more_than_30_minutes,background_noise_environment;internal_thoughts_worries,sometimes,sometimes,rarely,neutral,somewhat_more_focused,silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,not having so many racing thoughts that are difficult to suppress,frustrated,age_25_34,man,employed_full_time,uk,not_really,integrity,honesty,
yes,5_10_minutes,colleagues_family_friends;multitasking_switching_tasks;smartphone_notifications,sometimes,sometimes,sometimes,somewhat_aligned,no_difference,silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,To not be addicted to my smartphone,Disappointed,age_35_44,woman,employed_full_time,uk,somewhat,loyalty,kindness_compassion,hard_work_diligence
yes,11_20_minutes,background_noise_environment;multitasking_switching_tasks;social_media_scrolling,sometimes,often,often,somewhat_misaligned,much_more_focused_energized,scheduling_focus_time_timers;taking_breaks_exercise;working_in_quiet_spaces,"The ability to block out my own distracting thoughts. It's not always an outside force that distracts me, it's myself. I see something that makes me think of something else and all of the sudden it's reminded me it's going to rain tomorrow so I need to put the bedding in the wash now.",Scattered,age_35_44,woman,employed_full_time,uk,yes_definitely,kindness_compassion,,
yes,11_20_minutes,background_noise_environment;multitasking_switching_tasks;smartphone_notifications,sometimes,often,sometimes,somewhat_misaligned,much_more_focused_energized,scheduling_focus_time_timers;taking_breaks_exercise;working_in_quiet_spaces,I wish I could tune out getting distracted by the little sounds that go on around me,Frustrated,age_25_34,woman,employed_part_time,uk,not_really,,kindness_compassion,
yes,5_10_minutes,background_noise_environment;internal_thoughts_worries,sometimes,sometimes,sometimes,neutral,somewhat_more_focused,silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,Improve my ability to relax and concentrate,Annoyed,age_55_plus,woman,other,uk,somewhat,honesty,fairness,fairness
yes,21_30_minutes,email_messaging_apps;smartphone_notifications;social_media_scrolling,sometimes,rarely,sometimes,somewhat_aligned,much_more_focused_energized,aligning_tasks_with_priorities_values;silencing_notifications,Disconnect the phone for as long as necessary to avoid distractions.,Distracted,age_35_44,woman,self_employed,uk,somewhat,,,
yes,21_30_minutes,background_noise_environment;internal_thoughts_worries;social_media_scrolling,sometimes,often,sometimes,somewhat_aligned,somewhat_more_focused,silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,Not let my inner thoughts take over.,Frustrated.,age_25_34,man,employed_full_time,uk,somewhat,honesty,loyalty,
yes,more_than_30_minutes,colleagues_family_friends;multitasking_switching_tasks;social_media_scrolling,sometimes,sometimes,sometimes,somewhat_aligned,somewhat_more_focused,silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,Less time on phones,disappointed,age_45_54,woman,employed_full_time,uk,somewhat,,,
yes,more_than_30_minutes,colleagues_family_friends,rarely,rarely,sometimes,somewhat_aligned,neutral,working_in_quiet_spaces,Think less about the past.,confused,age_45_54,man,employed_full_time,us,yes_definitely,loyalty,honesty,kindness_compassion
yes,21_30_minutes,background_noise_environment;email_messaging_apps;smartphone_notifications,rarely,sometimes,never,very_strongly_aligned,somewhat_more_focused,aligning_tasks_with_priorities_values;silencing_notifications;working_in_quiet_spaces,My environment finding somewhere more peaceful,Irritable,age_45_54,man,employed_full_time,uk,yes_definitely,,,
yes,21_30_minutes,colleagues_family_friends;smartphone_notifications;social_media_scrolling,sometimes,almost_always,sometimes,neutral,somewhat_more_focused,taking_breaks_exercise;working_in_quiet_spaces,Shutting off things that might distract me,irritated,age_35_44,woman,self_employed,uk,not_really,,,
yes,more_than_30_minutes,email_messaging_apps;internal_thoughts_worries;social_media_scrolling,rarely,sometimes,sometimes,somewhat_aligned,somewhat_more_focused,silencing_notifications,to have something to look forward to after whatever task,frustrated,age_55_plus,woman,employed_part_time,uk,somewhat,honesty,loyalty,family
yes,more_than_30_minutes,internal_thoughts_worries;multitasking_switching_tasks;smartphone_notifications,sometimes,sometimes,often,neutral,much_more_focused_energized,silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,I'd make it so it's easier to quiet all the worries and concerns that are constantly flowing through my mind.,Disappointed,age_35_44,man,employed_part_time,ca,somewhat,honesty,integrity,kindness_compassion
yes,11_20_minutes,smartphone_notifications,sometimes,rarely,rarely,somewhat_aligned,somewhat_more_focused,scheduling_focus_time_timers;taking_breaks_exercise,Work in the house alone,Annoyed,age_35_44,man,employed_full_time,uk,yes_definitely,honesty,,
yes,more_than_30_minutes,colleagues_family_friends;smartphone_notifications;social_media_scrolling,rarely,sometimes,rarely,very_strongly_aligned,somewhat_more_focused,silencing_notifications;working_in_quiet_spaces,"Probably keep my phone out of reach and social media apps unavailable. If the question means change about myself, more self control with resisting distractions",Frustrated,age_35_44,woman,self_employed,uk,not_really,,,kindness_compassion
yes,11_20_minutes,internal_thoughts_worries;multitasking_switching_tasks;smartphone_notifications,sometimes,often,rarely,somewhat_aligned,much_more_focused_energized,silencing_notifications;working_in_quiet_spaces,Plenty of sleep would help me be more focused and refreshed. Good sleep helps me with focus.,Tired,age_35_44,woman,unemployed,uk,yes_definitely,,,
yes,5_10_minutes,internal_thoughts_worries;smartphone_notifications;social_media_scrolling,sometimes,often,often,somewhat_aligned,somewhat_more_focused,taking_breaks_exercise,determination or motivation in general,frustrated,age_35_44,woman,employed_full_time,us,somewhat,kindness_compassion,loyalty,
yes,more_than_30_minutes,internal_thoughts_worries;social_media_scrolling,rarely,sometimes,sometimes,somewhat_aligned,much_more_focused_energized,taking_breaks_exercise;working_in_quiet_spaces,"I would like to stop scrolling social media, it be aimed a distraction for me because I can't seem to stop even though I know it is stopping me from getting things done.",Frustrated.,age_35_44,woman,employed_full_time,uk,somewhat,,integrity,loyalty
yes,more_than_30_minutes,background_noise_environment;colleagues_family_friends,rarely,rarely,never,somewhat_aligned,much_more_focused_energized,aligning_tasks_with_priorities_values;taking_breaks_exercise;working_in_quiet_spaces,i avoid going to the office if i know i would have to focus on a particular day,frustration,age_25_34,woman,employed_full_time,uk,yes_definitely,,,
yes,more_than_30_minutes,background_noise_environment;colleagues_family_friends;multitasking_switching_tasks,rarely,rarely,rarely,somewhat_aligned,somewhat_more_focused,silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,Have a private office to work in so that I won't be disturbed when other team members are having discussions or conversations.,Frustrated,age_45_54,man,employed_full_time,uk,yes_definitely,integrity,honesty,kindness_compassion
yes,21_30_minutes,background_noise_environment;internal_thoughts_worries,sometimes,sometimes,sometimes,somewhat_aligned,no_difference,none_of_the_above,I'd be stricter and remove my dog from the room. She likes attention and I enjoy giving it.,Resigned.,age_55_plus,man,unemployed,uk,not_at_all,honesty,,trust
yes,5_10_minutes,colleagues_family_friends;smartphone_notifications;social_media_scrolling,sometimes,often,often,somewhat_aligned,somewhat_more_focused,aligning_tasks_with_priorities_values;scheduling_focus_time_timers;using_apps_block_distractions,Better environment with less distractions,Useless,age_25_34,man,employed_full_time,uk,somewhat,honesty,,
yes,more_than_30_minutes,colleagues_family_friends;social_media_scrolling,sometimes,sometimes,often,neutral,somewhat_more_focused,taking_breaks_exercise;working_in_quiet_spaces,I would say keep myself isolated from others and doing work on a laptop that has no distractions on it.,disheartened,age_35_44,man,self_employed,uk,yes_definitely,honesty,kindness_compassion,
yes,5_10_minutes,background_noise_environment;smartphone_notifications,sometimes,sometimes,often,somewhat_misaligned,much_more_focused_energized,silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,simpler tasks to complete.,waste,age_35_44,man,employed_full_time,uk,not_really,hard_work_diligence,,hard_work_diligence
yes,more_than_30_minutes,colleagues_family_friends;multitasking_switching_tasks,sometimes,often,often,neutral,somewhat_more_focused,scheduling_focus_time_timers;taking_breaks_exercise;working_in_quiet_spaces,Separating tasks instead of multitasking.,defeat,age_25_34,woman,employed_part_time,uk,somewhat,family,,
yes,21_30_minutes,smartphone_notifications;social_media_scrolling,rarely,sometimes,rarely,neutral,somewhat_more_focused,silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,move other people away from me,unhappy,age_45_54,man,employed_full_time,uk,somewhat,,honesty,
yes,5_10_minutes,colleagues_family_friends;internal_thoughts_worries;multitasking_switching_tasks,sometimes,often,sometimes,somewhat_aligned,much_more_focused_energized,silencing_notifications;working_in_quiet_spaces,I would prefer to work somewhere that didn't have as many distractions.  I'd like my own office with no other people and be able to shut the door so I didn't have to hear what was going on around the building.,Frustrated,age_35_44,woman,employed_full_time,uk,somewhat,honesty,,
yes,11_20_minutes,colleagues_family_friends;smartphone_notifications;social_media_scrolling,sometimes,rarely,sometimes,somewhat_misaligned,somewhat_more_focused,silencing_notifications;taking_breaks_exercise,Remove smartphone temptation,Frustrated,age_35_44,woman,employed_part_time,uk,not_really,honesty,,
yes,11_20_minutes,background_noise_environment;internal_thoughts_worries;multitasking_switching_tasks,sometimes,sometimes,rarely,somewhat_aligned,somewhat_more_focused,taking_breaks_exercise;working_in_quiet_spaces,That others around you understand your needs and can then act accordingly.,Frustration,age_55_plus,man,employed_part_time,uk,somewhat,,,
yes,11_20_minutes,background_noise_environment;email_messaging_apps;internal_thoughts_worries,sometimes,often,often,somewhat_aligned,somewhat_more_focused,silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,To learn how to concentrate more on the job in hand. Reduce stress which makes my mind wander,annoyed,age_55_plus,woman,employed_full_time,uk,yes_definitely,honesty,loyalty,trust
yes,more_than_30_minutes,internal_thoughts_worries;smartphone_notifications;social_media_scrolling,almost_always,rarely,rarely,somewhat_aligned,much_more_focused_energized,aligning_tasks_with_priorities_values;scheduling_focus_time_timers;silencing_notifications;taking_breaks_exercise,Ability to keep my mind focused on the activity in question without wondering and worrying,Disappointed,age_25_34,woman,employed_full_time,uk,yes_definitely,family,kindness_compassion,kindness_compassion
yes,more_than_30_minutes,background_noise_environment;smartphone_notifications,rarely,rarely,sometimes,somewhat_aligned,somewhat_more_focused,silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,It would be to have somewhere to go that was quieter,Annoyed,age_35_44,woman,employed_part_time,uk,somewhat,honesty,,
yes,more_than_30_minutes,background_noise_environment;colleagues_family_friends,never,never,rarely,very_strongly_aligned,no_difference,taking_breaks_exercise;working_in_quiet_spaces,Somewhat less distraction from interruptions by colleagues requesting assistance. Although this is quite frequent I can minimise this by working in a quiet side room.,Unperturbed,age_55_plus,woman,employed_full_time,uk,yes_definitely,honesty,trust,kindness_compassion
yes,more_than_30_minutes,multitasking_switching_tasks,sometimes,rarely,rarely,somewhat_aligned,much_more_focused_energized,aligning_tasks_with_priorities_values;taking_breaks_exercise,"Sometimes, after focusing for a long time, I get a feeling of frustration (unreleased energy), and I would change that.",Absent,age_35_44,man,employed_full_time,uk,somewhat,honesty,kindness_compassion,kindness_compassion
yes,21_30_minutes,colleagues_family_friends;internal_thoughts_worries;social_media_scrolling,sometimes,often,sometimes,neutral,somewhat_more_focused,none_of_the_above,Not feeling the urge to scroll on my phone as much,Disanced,age_35_44,woman,self_employed,uk,not_really,honesty,kindness_compassion,
yes,11_20_minutes,background_noise_environment;email_messaging_apps;smartphone_notifications,sometimes,sometimes,often,somewhat_aligned,much_more_focused_energized,silencing_notifications;taking_breaks_exercise,Possibly switch from a smartphone to a dumb phone,Frustrated,age_35_44,woman,other,uk,somewhat,family,,
yes,21_30_minutes,email_messaging_apps;internal_thoughts_worries;multitasking_switching_tasks,sometimes,sometimes,often,somewhat_aligned,somewhat_more_focused,taking_breaks_exercise;working_in_quiet_spaces,ability to block out distracting thoughts about other matters,frustration,age_55_plus,man,other,uk,somewhat,honesty,,
yes,less_than_5_minutes,internal_thoughts_worries;smartphone_notifications;social_media_scrolling,sometimes,sometimes,never,not_aligned_at_all,much_more_focused_energized,none_of_the_above,Have the tasks on my phone. When its on my laptop i feel more open to use my phone,Rushed,age_25_34,man,employed_full_time,us,somewhat,honesty,fairness,
yes,21_30_minutes,colleagues_family_friends;internal_thoughts_worries;smartphone_notifications,often,often,often,neutral,neutral,scheduling_focus_time_timers;taking_breaks_exercise;working_in_quiet_spaces,Stop my racing thoughts.,Frantic.,age_35_44,man,self_employed,uk,not_really,family,,
yes,more_than_30_minutes,email_messaging_apps;multitasking_switching_tasks,rarely,rarely,rarely,somewhat_aligned,somewhat_more_focused,silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,To focus longer on more complicated tasks,Conflicted,age_25_34,woman,employed_part_time,uk,somewhat,honesty,,
yes,more_than_30_minutes,background_noise_environment;colleagues_family_friends;email_messaging_apps,sometimes,sometimes,sometimes,very_strongly_aligned,much_more_focused_energized,silencing_notifications;taking_breaks_exercise,A quieter office environment at work,Frustrated,age_55_plus,man,employed_full_time,uk,somewhat,honesty,hard_work_diligence,
yes,more_than_30_minutes,colleagues_family_friends,rarely,rarely,rarely,very_strongly_aligned,somewhat_more_focused,silencing_notifications;working_in_quiet_spaces,None,Annoyed,age_45_54,woman,employed_part_time,uk,somewhat,honesty,,
yes,more_than_30_minutes,colleagues_family_friends;multitasking_switching_tasks;smartphone_notifications,rarely,sometimes,rarely,neutral,no_difference,working_in_quiet_spaces,Getting a soundproof office,Frustrated but this does not happen very often.,age_55_plus,man,employed_full_time,uk,yes_definitely,honesty,,integrity
yes,11_20_minutes,background_noise_environment;multitasking_switching_tasks;smartphone_notifications,rarely,sometimes,sometimes,somewhat_aligned,somewhat_more_focused,aligning_tasks_with_priorities_values;taking_breaks_exercise;working_in_quiet_spaces,Reduce my time on smartphone,lazy,age_35_44,man,employed_full_time,uk,yes_definitely,family,honesty,
yes,11_20_minutes,colleagues_family_friends;internal_thoughts_worries;multitasking_switching_tasks,sometimes,sometimes,sometimes,somewhat_misaligned,somewhat_more_focused,silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,Being able to focus without external thoughts or mind wandering.,Irritated,age_25_34,man,employed_full_time,us,not_really,fairness,kindness_compassion,kindness_compassion
yes,5_10_minutes,background_noise_environment;smartphone_notifications,sometimes,sometimes,sometimes,somewhat_aligned,somewhat_more_focused,silencing_notifications;working_in_quiet_spaces,change my brain,frustrated,age_55_plus,man,employed_part_time,au,somewhat,honesty,,
yes,11_20_minutes,background_noise_environment;multitasking_switching_tasks;social_media_scrolling,sometimes,sometimes,often,somewhat_aligned,neutral,scheduling_focus_time_timers,Turn my phone off.,Muddled,age_35_44,woman,employed_full_time,uk,yes_definitely,kindness_compassion,,fairness
yes,11_20_minutes,internal_thoughts_worries;multitasking_switching_tasks;smartphone_notifications,sometimes,sometimes,sometimes,somewhat_aligned,much_more_focused_energized,aligning_tasks_with_priorities_values;scheduling_focus_time_timers;taking_breaks_exercise,less time on smartphone,detached,age_45_54,woman,employed_full_time,uk,yes_definitely,kindness_compassion,,
yes,more_than_30_minutes,internal_thoughts_worries;smartphone_notifications;social_media_scrolling,rarely,sometimes,sometimes,somewhat_aligned,much_more_focused_energized,aligning_tasks_with_priorities_values;silencing_notifications;taking_breaks_exercise,remove social media!,frustrated,age_35_44,woman,self_employed,uk,somewhat,family,loyalty,kindness_compassion
yes,21_30_minutes,colleagues_family_friends;internal_thoughts_worries;social_media_scrolling,rarely,sometimes,rarely,somewhat_aligned,somewhat_more_focused,scheduling_focus_time_timers,Have less chores / household jobs which i try to do during tasks i complete throughout the day which impact me focusing for a long period of time on one thing,tired,age_25_34,woman,self_employed,uk,somewhat,kindness_compassion,,
yes,more_than_30_minutes,smartphone_notifications,rarely,never,rarely,somewhat_aligned,neutral,silencing_notifications,get rid of my mobile,frustrated,age_55_plus,woman,employed_full_time,uk,yes_definitely,honesty,kindness_compassion,
yes,21_30_minutes,internal_thoughts_worries;multitasking_switching_tasks;social_media_scrolling,sometimes,sometimes,often,somewhat_aligned,much_more_focused_energized,aligning_tasks_with_priorities_values;scheduling_focus_time_timers;taking_breaks_exercise,Pay off debts so my financial worries and anxiety would go away and I could concentrate and focus better,Frustrated,age_35_44,woman,employed_part_time,uk,yes_definitely,family,,
yes,more_than_30_minutes,background_noise_environment;internal_thoughts_worries;social_media_scrolling,often,sometimes,often,neutral,neutral,taking_breaks_exercise;working_in_quiet_spaces,To be medicated for suspected ADHD,Annoyed,age_35_44,woman,employed_full_time,uk,somewhat,kindness_compassion,honesty,loyalty
yes,more_than_30_minutes,background_noise_environment;smartphone_notifications;social_media_scrolling,rarely,rarely,rarely,very_strongly_aligned,neutral,none_of_the_above,I'd like to be able to ignore phone notifications,indifferent,age_35_44,woman,other,uk,somewhat,honesty,loyalty,family
yes,5_10_minutes,background_noise_environment;colleagues_family_friends;other,often,almost_always,almost_always,somewhat_misaligned,much_more_focused_energized,taking_breaks_exercise,Be free of the pain which is ever present,Frustrated,age_55_plus,woman,other,uk,yes_definitely,honesty,,fairness
yes,more_than_30_minutes,colleagues_family_friends;smartphone_notifications,rarely,sometimes,rarely,very_strongly_aligned,somewhat_more_focused,none_of_the_above,Have an extra room where I could do the necessary work away from distractions.,Frustrated,age_55_plus,man,other,uk,somewhat,,,
yes,more_than_30_minutes,colleagues_family_friends;email_messaging_apps;multitasking_switching_tasks,rarely,sometimes,rarely,somewhat_aligned,no_difference,taking_breaks_exercise;working_in_quiet_spaces,To reduce my boredom threshold so I don't feel the need to look at something else when undertaking a routine but important task.,Disappointed,age_45_54,man,employed_full_time,uk,somewhat,honesty,kindness_compassion,integrity
yes,more_than_30_minutes,colleagues_family_friends;email_messaging_apps;smartphone_notifications,rarely,rarely,rarely,somewhat_aligned,much_more_focused_energized,none_of_the_above,don't consider not having the ability to focus,irritated,age_55_plus,man,employed_full_time,uk,somewhat,honesty,loyalty,
yes,21_30_minutes,colleagues_family_friends;smartphone_notifications,rarely,sometimes,sometimes,very_strongly_aligned,much_more_focused_energized,silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,To be able to not daydream or procrastinate and juse see something through to the end so it is done quicker,Uncertain,age_35_44,man,employed_full_time,uk,yes_definitely,honesty,,
yes,11_20_minutes,email_messaging_apps;other;smartphone_notifications,rarely,often,sometimes,somewhat_aligned,somewhat_more_focused,none_of_the_above,Nothing. I'm not convinced the distractions affect the quality of my work.,Multitasking - I can do several things at once usually,age_45_54,woman,employed_part_time,uk,yes_definitely,kindness_compassion,,
yes,more_than_30_minutes,colleagues_family_friends;email_messaging_apps;social_media_scrolling,sometimes,sometimes,rarely,very_strongly_aligned,much_more_focused_energized,aligning_tasks_with_priorities_values;silencing_notifications;working_in_quiet_spaces,I would change on how l strategize and ensure that my focus aligns with the goal and the objectives that which l want to achieve.,"Betrayed. Whenever l lose focus yet l had decided to focus until l achieve something, l always feel betrayed by my inner self.",age_25_34,woman,employed_full_time,us,yes_definitely,hard_work_diligence,hard_work_diligence,
yes,more_than_30_minutes,email_messaging_apps;internal_thoughts_worries;smartphone_notifications,sometimes,sometimes,sometimes,somewhat_aligned,neutral,scheduling_focus_time_timers;silencing_notifications;taking_breaks_exercise,That I do not delay starting things,Annoyed,age_55_plus,woman,unemployed,uk,not_really,,honesty,
yes,11_20_minutes,background_noise_environment;internal_thoughts_worries;multitasking_switching_tasks,sometimes,often,rarely,neutral,somewhat_more_focused,aligning_tasks_with_priorities_values;taking_breaks_exercise;working_in_quiet_spaces,"I would want to have a greater attention span, and find out how to maintain attention in noise.",dazed,age_25_34,man,student,us,somewhat,,,
yes,21_30_minutes,colleagues_family_friends;email_messaging_apps;smartphone_notifications,sometimes,rarely,sometimes,neutral,somewhat_more_focused,silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,Being able to be more persistent with getting myself back on track,Distracted,age_25_34,woman,employed_full_time,uk,yes_definitely,fairness,,
yes,5_10_minutes,colleagues_family_friends;internal_thoughts_worries,often,almost_always,sometimes,somewhat_misaligned,somewhat_more_focused,taking_breaks_exercise,not to get into my own head over worries,disruptive,age_25_34,man,employed_full_time,uk,not_at_all,family,honesty,kindness_compassion
yes,less_than_5_minutes,email_messaging_apps;other;smartphone_notifications,almost_always,sometimes,rarely,neutral,somewhat_more_focused,none_of_the_above,Find out why my brain seems to be deteriorating and fix it.,Sad,age_55_plus,man,other,uk,yes_definitely,kindness_compassion,kindness_compassion,
yes,more_than_30_minutes,email_messaging_apps;smartphone_notifications;social_media_scrolling,sometimes,sometimes,sometimes,somewhat_aligned,somewhat_more_focused,silencing_notifications;working_in_quiet_spaces,Just focus on what is in front of me,frustrated,age_55_plus,woman,employed_part_time,uk,not_at_all,family,honesty,
yes,more_than_30_minutes,background_noise_environment;internal_thoughts_worries;multitasking_switching_tasks,rarely,sometimes,sometimes,neutral,somewhat_more_focused,silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,"I should probably look into structuring some of my daily tasks better, for instance by scheduling more or using timers as was mentioned above.",lost,age_35_44,man,self_employed,us,not_really,,,loyalty
yes,11_20_minutes,colleagues_family_friends;multitasking_switching_tasks;social_media_scrolling,sometimes,almost_always,often,somewhat_misaligned,somewhat_more_focused,aligning_tasks_with_priorities_values;silencing_notifications;using_apps_block_distractions;working_in_quiet_spaces,"I would like to be able to focus more on tasks that are important, not just tasks that interest me.",Lost.,age_25_34,woman,employed_full_time,uk,yes_definitely,kindness_compassion,,
yes,more_than_30_minutes,multitasking_switching_tasks;smartphone_notifications;social_media_scrolling,rarely,often,almost_always,somewhat_aligned,somewhat_more_focused,none_of_the_above,Leave phone out of reach,Tired,age_25_34,man,employed_full_time,uk,not_really,family,,
yes,5_10_minutes,email_messaging_apps;smartphone_notifications;social_media_scrolling,sometimes,almost_always,almost_always,somewhat_aligned,somewhat_more_focused,taking_breaks_exercise,Remove my smartphone when I am concentrating on things,Distracted,age_35_44,woman,employed_part_time,uk,somewhat,family,,
yes,21_30_minutes,background_noise_environment;colleagues_family_friends;internal_thoughts_worries,rarely,sometimes,sometimes,neutral,no_difference,silencing_notifications;taking_breaks_exercise,stop overthinking,irritated,age_55_plus,woman,other,uk,yes_definitely,honesty,,kindness_compassion
yes,5_10_minutes,internal_thoughts_worries;multitasking_switching_tasks,often,almost_always,almost_always,not_aligned_at_all,much_more_focused_energized,scheduling_focus_time_timers,I think I need better structure to my day. At the moment I do things when I like and whenever I think about them.,Lazy,age_45_54,man,self_employed,uk,not_really,honesty,loyalty,fairness
yes,11_20_minutes,colleagues_family_friends;multitasking_switching_tasks;smartphone_notifications,often,sometimes,often,somewhat_misaligned,somewhat_more_focused,silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,"Less work I have to complete at the same time, I always feel like I have too much to do at the same time",Frustrated,age_45_54,woman,employed_full_time,nz,somewhat,kindness_compassion,fairness,
yes,11_20_minutes,background_noise_environment;colleagues_family_friends;internal_thoughts_worries,sometimes,sometimes,often,somewhat_misaligned,somewhat_more_focused,silencing_notifications,Feeling like any of it matters in any way.,Emptiness,age_35_44,prefer_not_to_say,employed_full_time,uk,not_really,kindness_compassion,,
yes,21_30_minutes,background_noise_environment,rarely,rarely,rarely,somewhat_aligned,somewhat_more_focused,working_in_quiet_spaces,Remove any unavoidable external noise or distraction,Frustrated,age_55_plus,woman,employed_part_time,uk,yes_definitely,honesty,loyalty,hard_work_diligence
yes,more_than_30_minutes,background_noise_environment;internal_thoughts_worries;smartphone_notifications,sometimes,sometimes,rarely,very_strongly_aligned,much_more_focused_energized,aligning_tasks_with_priorities_values;scheduling_focus_time_timers;silencing_notifications;working_in_quiet_spaces,I think mindfulnessmeditation is a the best tool to improve your ability to focus. Mindfulness Meditation helps improve your focus and concentration.,"Confused/Frustrated. One always seems confused, mentally tired and unable to concentrate whenever he/she loses focus while completing task/job.",age_45_54,man,employed_full_time,uk,yes_definitely,kindness_compassion,,
